country,year,regions,decision_freedom_core,decision_equality_core,decision_control_core,intermediate_freedom_core,intermediate_equality_core,intermediate_control_core,communication_freedom_core,communication_equality_core,communication_control_core,rights_freedom_core,rights_equality_core,rights_control_core,rule_settlement_freedom_core,rule_settlement_equality_core,rule_settlement_control_core,freedom_dim_index_core,equality_dim_index_core,control_dim_index_core,decision_inst_index_core,intermediate_inst_index_core,communication_inst_index_core,rights_inst_index_core,rule_settlement_inst_index_core,total_index_core,classification_core,decision_freedom_context,decision_equality_context,decision_control_context,intermediate_freedom_context,intermediate_equality_context,intermediate_control_context,communication_freedom_context,communication_equality_context,communication_control_context,rights_freedom_context,rights_equality_context,rights_control_context,rule_settlement_freedom_context,rule_settlement_equality_context,rule_settlement_control_context,freedom_dim_index_context,equality_dim_index_context,control_dim_index_context,decision_inst_index_context,intermediate_inst_index_context,communication_inst_index_context,rights_inst_index_context,rule_settlement_inst_index_context,total_index_context,classification_context,decision_freedom_trade_off,decision_equality_trade_off,decision_control_trade_off,intermediate_freedom_trade_off,intermediate_equality_trade_off,intermediate_control_trade_off,communication_freedom_trade_off,communication_equality_trade_off,communication_control_trade_off,rights_freedom_trade_off,rights_equality_trade_off,rights_control_trade_off,rule_settlement_freedom_trade_off,rule_settlement_equality_trade_off,rule_settlement_control_trade_off,freedom_dim_index_trade_off,equality_dim_index_trade_off,control_dim_index_trade_off,decision_inst_index_trade_off,intermediate_inst_index_trade_off,communication_inst_index_trade_off,rights_inst_index_trade_off,rule_settlement_inst_index_trade_off,total_index_trade_off
Lithuania,2020,Europe,0.911116066,0.978014232,0.867216953,0.869125837,0.93766348,0.847100369,0.87461359,0.962258614,0.960727832,0.888563996,0.887603826,0.946991126,0.936629364,0.86944494,0.967004097,0.895665433,0.926038508,0.91640499,0.917660869,0.883801724,0.931614273,0.907300734,0.92344859,0.912614648,Working Democracy,0.891422542,0.95559345,0.848472295,0.83971184,0.91042431,0.818431784,0.871219067,0.948681473,0.956999086,0.802347586,0.833161361,0.855105594,0.901696435,0.842677527,0.930938298,0.86050388,0.896614158,0.880429254,0.897424966,0.855300784,0.924811251,0.829921737,0.891006531,0.879058201,Working Democracy,0.835189728,0.81501186,0.707225106,0.696198617,0.889811548,0.847100369,0.659727672,0.958113595,0.960727832,0.888563996,0.887603826,0.806703783,NA,0.86944494,NA,NA,0.882811626,NA,0.783734408,0.806594683,0.846825691,0.860083581,NA,NA
Luxembourg,2020,Europe,0.92437284,0.914483577,0.987163656,0.930204365,0.926563359,0.898817549,0.911558945,0.963443676,0.935451597,0.930228969,0.974388857,0.785805281,0.868034698,0.97714494,0.902468028,0.912572654,0.950853768,0.899426663,0.941464788,0.918420733,0.936578397,0.893056709,0.914764494,0.920694708,Working Democracy,0.905980709,0.903101644,0.967522184,0.923257236,0.920814461,0.892104829,0.905009608,0.957602745,0.928730597,0.881606757,0.946236441,0.744731963,0.859971162,0.970190961,0.894084626,0.894892218,0.939269474,0.882000922,0.925064834,0.911948361,0.930199515,0.853279917,0.906928911,0.905058517,Working Democracy,0.816529342,0.792552433,0.751392783,0.720556847,0.903749434,0.898817549,0.721597848,0.923356188,0.935451597,0.930228969,0.974388857,0.759676323,0.75958922,0.97714494,0.758073144,0.785996814,0.911648287,0.81692073,0.786361555,0.836493576,0.854204663,0.883046526,0.825561878,0.836519381
Madagascar,2020,Sub-Saharan Africa,0.484702865,0.660793321,0.496655412,0.809545808,0.605648972,0.388700854,0.697306708,0.834836292,0.672002639,0.254523602,0.499298621,0.505916265,0.33434241,0.351636007,0.498840668,0.471424422,0.56711134,0.504680388,0.54183302,0.575474348,0.73136142,0.400610526,0.388521944,0.512899504,Hybrid Regime,0.42048835,0.539868935,0.430857396,0.633398184,0.469918108,0.304124131,0.613496957,0.686877212,0.5912342,0.200181017,0.38841079,0.397899574,0.259719396,0.271852481,0.387502731,0.385331128,0.449741374,0.412513765,0.460742866,0.44900374,0.629241015,0.313927396,0.301326609,0.415029016,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,2020,Sub-Saharan Africa,0.500624373,0.919877332,0.482908821,0.789189213,0.702472799,0.895410779,0.743636028,0.884744309,0.781793194,0.792206202,0.762317779,0.705611815,0.440011782,0.74218278,0.769947056,0.633973667,0.797930059,0.71252681,0.605855444,0.791791783,0.801229065,0.752511908,0.631168545,0.711670698,Deficient Democracy,0.403101635,0.760835884,0.388837112,0.664280173,0.594051877,0.753689505,0.691547908,0.786427131,0.727032348,0.642769805,0.632928203,0.572509995,0.359095261,0.618006927,0.628356672,0.532317388,0.673944802,0.598274707,0.492218295,0.667507337,0.733969756,0.615268002,0.518564858,0.598731179,Deficient Democracy,NA,NA,0.362181616,0.771091693,0.542963556,0.895410779,0.696712785,0.719385372,0.781793194,0.792206202,0.762317779,0.698262569,NA,0.74218278,NA,NA,NA,NA,NA,0.721051594,0.731760713,0.749890209,NA,NA
Malaysia,2020,South-East Asia,0.378927417,0.689994183,0.764833082,0.656394678,0.717001868,0.585379972,0.491452124,0.554258885,0.648221648,0.592717415,0.680750904,0.725660182,0.54526116,0.62616847,0.319105599,0.523999545,0.650955889,0.582745803,0.584775777,0.6506904,0.561012413,0.664033112,0.477613647,0.583607066,Deficient Democracy,0.339247602,0.645581221,0.684742717,0.633107879,0.696308509,0.564612549,0.445228667,0.521661393,0.587253256,0.544894381,0.64542477,0.667110743,0.465352458,0.572011818,0.272340276,0.475263425,0.613025279,0.528545815,0.53129007,0.629037663,0.514753233,0.616763452,0.416965026,0.53600043,Hybrid Regime,0.347350132,0.574995152,0.573624812,0.637395993,0.558504301,0.585379972,0.479340877,0.429353208,0.648221648,0.592717415,0.680750904,0.606344186,0.50029612,0.62616847,0.277809161,0.500701874,0.567331592,0.516239248,0.485683325,0.592867855,0.510968628,0.625439123,0.443154297,0.527338001
Maldives,2020,South Asia,0.626747686,0.85922731,0.671260338,0.840054822,0.716650181,0.60476979,0.581630801,0.67227972,0.752668902,0.678213414,0.691349453,0.760078164,0.800125675,0.580190123,0.764108612,0.698416466,0.69830741,0.707651904,0.712356295,0.714060447,0.665171746,0.708991048,0.707882557,0.701444961,Deficient Democracy,0.546106394,0.759066795,0.584891768,0.814411343,0.667813153,0.586308612,0.557737341,0.623047035,0.721749177,0.61254546,0.621817957,0.686483662,0.680357685,0.506336851,0.649731889,0.635163135,0.630248351,0.64356215,0.623559052,0.68319029,0.630636279,0.639455897,0.607160725,0.636300843,Deficient Democracy,0.626747686,0.644420482,0.503445253,0.778378508,0.590103656,0.60476979,0.528090496,0.566094513,0.752668902,0.678213414,0.691349453,0.687743112,NA,0.580190123,NA,NA,0.612704272,NA,0.588037165,0.652483815,0.608228954,0.68574621,NA,NA
Mali,2020,Sub-Saharan Africa,0.302218753,0.392162725,0.293485003,0.812923938,0.708088801,0.637245705,0.672012853,0.809927429,0.746226156,0.66506724,0.718990192,0.659274934,0.325631627,0.552889811,0.403743435,0.513651082,0.616981781,0.517591418,0.326430862,0.715838169,0.740567618,0.680589161,0.417340194,0.547405561,Hybrid Regime,0.238488358,0.31645379,0.231596337,0.675522464,0.586345734,0.529537597,0.590860677,0.689875884,0.656111992,0.52537207,0.580490051,0.520796418,0.259649566,0.448477025,0.32193374,0.419458819,0.506470323,0.422676584,0.259519337,0.59415094,0.644284983,0.541555849,0.334681288,0.447799744,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,2020,Europe,0.879819378,0.978181773,0.866681286,0.933602102,0.903450929,0.668532745,0.803511186,0.909427446,0.734539058,0.800813531,0.872507832,0.767052447,0.85553469,0.788412842,0.601170413,0.853224386,0.888225103,0.722044445,0.906896034,0.826157832,0.812690081,0.81228531,0.740166862,0.817931143,Deficient Democracy,0.836961602,0.948657608,0.824463494,0.870436958,0.867413629,0.62330152,0.750112256,0.873713701,0.685723807,0.764206819,0.847506444,0.731989019,0.788462916,0.75259172,0.554040161,0.800778234,0.855621059,0.677661685,0.868284709,0.777834586,0.765975499,0.779745412,0.690177269,0.774346879,Deficient Democracy,0.733182815,0.896666626,0.757200395,0.90795797,0.702404137,0.668532745,0.623391375,0.88593321,0.734539058,0.800813531,0.872507832,0.625689114,0.811887092,0.788412842,0.45087781,0.769508055,0.825711654,0.637020156,0.792534247,0.752647858,0.740273532,0.758961557,0.660849749,0.739715842
Mauritania,2020,Sub-Saharan Africa,0.383063887,0.702586818,0.568398728,0.478287464,0.246433674,0.492342525,0.556065285,0.802986355,0.600912539,0.330455748,0.402497527,0.190378511,0.310779116,0.61921582,0.371725092,0.401726264,0.510437643,0.412205995,0.534820569,0.387155529,0.644983204,0.293651,0.415118335,0.438863108,Hybrid Regime,0.341330076,0.592108119,0.50647317,0.384529979,0.197274068,0.395829862,0.467865268,0.657589731,0.505599097,0.252514616,0.314122588,0.145475928,0.245734487,0.491584896,0.293924752,0.328243126,0.411931257,0.336805921,0.467782538,0.31081568,0.537808142,0.225974244,0.328675198,0.357108374,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,2020,Sub-Saharan Africa,0.529958747,0.744396529,0.79859575,0.807011278,0.735542367,0.767253672,0.740187381,0.917993747,0.881018086,0.676939178,0.860065898,0.807408287,0.736807037,0.72756004,0.811872123,0.691310816,0.793469914,0.812393286,0.680442032,0.769382123,0.842795241,0.777543795,0.757827006,0.763818279,Deficient Democracy,0.517060357,0.721384918,0.779159145,0.769555948,0.704694888,0.731643588,0.715949362,0.88577449,0.852168455,0.603101271,0.796462175,0.719339314,0.641574125,0.666083241,0.706936987,0.643369052,0.750994925,0.756054564,0.662386528,0.734818865,0.814536049,0.701718724,0.670994073,0.714853041,Deficient Democracy,0.529958747,0.558297396,0.598946813,0.786661292,0.570204567,0.767253672,0.629851111,0.825336344,0.881018086,0.676939178,0.860065898,0.791169835,NA,0.72756004,NA,NA,0.696924233,NA,0.561692522,0.700786644,0.770816906,0.772295847,NA,NA
Mexico,2020,Latin America,0.753406177,0.915115911,0.946165368,0.736956904,0.805319266,0.643272102,0.715870471,0.837827162,0.734253202,0.511744301,0.375553319,0.611923218,0.336742375,0.46913014,0.593940974,0.584966911,0.641671447,0.695231701,0.86727623,0.725440224,0.76081356,0.489937314,0.454406775,0.639034826,Hybrid Regime,0.606311835,0.75669232,0.761436896,0.701556807,0.724249576,0.612372201,0.676247614,0.750584981,0.693612876,0.423375789,0.31486029,0.506255711,0.278603291,0.393321202,0.49139616,0.508294463,0.5513337,0.60410669,0.704287148,0.677624116,0.706113076,0.40713454,0.377620114,0.553198747,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,2020,Post-Soviet States (without EU-members),0.600323336,0.943322333,0.858604883,0.848133405,0.765479723,0.732827514,0.782907156,0.739173617,0.698103458,0.579880885,0.76721469,0.780860665,0.662055493,0.667486596,0.686938277,0.687002897,0.771507131,0.748930012,0.786344582,0.780668296,0.739251424,0.702980184,0.672075741,0.734931027,Deficient Democracy,0.572258966,0.901373446,0.818466172,0.790581289,0.723295605,0.683099755,0.716497158,0.692053255,0.638886922,0.501863077,0.69852361,0.675802819,0.536870433,0.588262345,0.557048245,0.614103635,0.713875452,0.669459539,0.750180953,0.730996834,0.681699008,0.618769328,0.56033074,0.664552787,Deficient Democracy,NA,NA,0.652277388,0.758352954,0.655140812,0.732827514,0.613572054,0.714256181,0.698103458,0.579880885,0.76721469,0.761451906,NA,0.667486596,NA,NA,NA,NA,NA,0.714062021,0.67382397,0.69710692,NA,NA
Mongolia,2020,East Asia,0.59149292,0.762577483,0.786031159,0.839591375,0.760863831,0.733644574,0.828281144,0.804735731,0.754285086,0.634496618,0.782900312,0.725616997,0.735241891,0.776207313,0.729340772,0.718804802,0.777294652,0.745452175,0.707768283,0.776760035,0.795161834,0.711673959,0.746642698,0.746802011,Deficient Democracy,0.53764137,0.706387153,0.714468179,0.739781871,0.693924223,0.646429884,0.743118212,0.740594701,0.676730345,0.520860224,0.689191095,0.595661224,0.606580941,0.685005784,0.601712466,0.622376011,0.702738694,0.645448597,0.647400138,0.69232878,0.719478884,0.597980094,0.629975997,0.655998416,Deficient Democracy,0.561918274,0.610061987,0.589523369,0.721032886,0.678089266,0.733644574,0.691742725,0.736208863,0.754285086,0.634496618,0.782900312,0.669310542,NA,0.776207313,NA,NA,0.713623617,NA,0.586835055,0.710519308,0.726931889,0.692767993,NA,NA
Montenegro,2020,Europe,0.340283198,0.835355348,0.548827183,0.89364914,0.651291351,0.503463655,0.662272245,0.832240443,0.670903194,0.563355121,0.791833413,0.834247404,0.372534581,0.59245489,0.683585133,0.531127255,0.733562124,0.638014008,0.538330672,0.664207067,0.717764118,0.719289374,0.532359282,0.628765302,Deficient Democracy,0.29322873,0.765367497,0.472935187,0.763079464,0.594008177,0.429903369,0.597879448,0.780464408,0.605671209,0.497888339,0.734724342,0.737300574,0.30367582,0.527950067,0.557232231,0.458338581,0.67258405,0.55057697,0.473470277,0.579754791,0.656247838,0.646100859,0.447040047,0.553669169,Hybrid Regime,0.255212398,0.835355348,0.419359431,0.70477031,0.626123374,0.503463655,0.53700401,0.781597908,0.670903194,0.563355121,0.791833413,0.813076113,NA,0.59245489,NA,NA,0.718721663,NA,0.447149909,0.60565487,0.655451043,0.713152525,NA,NA
Morocco,2020,Middle East and North Africa,0.306360798,0.407090132,0.364359997,0.647972278,0.611880426,0.752410298,0.51428294,0.718248818,0.63245561,0.622319778,0.837354761,0.625580291,0.383552603,0.490232435,0.626940051,0.475736042,0.59318303,0.584123809,0.356849275,0.668178616,0.615888879,0.688232829,0.490325331,0.548302081,Hybrid Regime,0.258675647,0.343980446,0.307647253,0.565144912,0.525472826,0.656233092,0.463555943,0.627056885,0.57007249,0.529812348,0.710469982,0.532588187,0.333357015,0.420268052,0.54489231,0.412676595,0.508033807,0.506697419,0.301379782,0.579770442,0.549262217,0.585265754,0.424211286,0.473605839,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,2020,Sub-Saharan Africa,0.239892965,0.643250105,0.306817391,0.744747986,0.807715134,0.549988867,0.614473564,0.793076984,0.696784124,0.501547208,0.595441756,0.66857038,0.218789545,0.467730569,0.590829162,0.413212725,0.648571252,0.541237942,0.361764363,0.691629993,0.697652142,0.584475187,0.392489534,0.525419926,Hybrid Regime,0.189631581,0.519624339,0.242534277,0.655392448,0.688441924,0.484000704,0.528659202,0.668366517,0.599474673,0.414530252,0.491840782,0.552575397,0.188527655,0.39448732,0.509108589,0.348420611,0.541110315,0.456371364,0.288043287,0.602196525,0.59610181,0.482974391,0.335793934,0.441471507,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,2020,Sub-Saharan Africa,0.514605865,0.93931755,0.720475812,0.812475074,0.703198154,0.745150401,0.817812174,0.912937485,0.805310318,0.822249078,0.713678043,0.723608922,0.638278898,0.874991695,0.696493573,0.709235468,0.822559823,0.737308986,0.703561702,0.752276051,0.84401978,0.751628457,0.729979241,0.754864767,Deficient Democracy,0.472363197,0.817385613,0.661333812,0.744223707,0.611277401,0.682554593,0.794973042,0.81753122,0.782820327,0.747835107,0.618183564,0.658121937,0.581875714,0.758800651,0.634946097,0.656135608,0.718592971,0.682107285,0.634416676,0.677162778,0.798312533,0.672578877,0.654482836,0.68513542,Deficient Democracy,NA,NA,0.540356859,0.654095491,0.664476335,0.745150401,0.721204225,0.792548192,0.805310318,0.822249078,0.713678043,0.658565811,NA,0.874991695,NA,NA,NA,NA,NA,0.686733454,0.772115733,0.728397261,NA,NA
Nepal,2020,South Asia,0.645467722,0.773802764,0.767659325,0.875284304,0.694120233,0.771755315,0.706709473,0.826236132,0.732186246,0.692052831,0.759136984,0.66798739,0.578947941,0.635422063,0.76327802,0.693120381,0.734700475,0.739510167,0.726481309,0.776880984,0.753336287,0.705357391,0.654829426,0.722139409,Deficient Democracy,0.508668852,0.621675635,0.604963461,0.796246671,0.599152273,0.702066285,0.631646648,0.706926216,0.654417417,0.533101034,0.602987835,0.514562982,0.484828944,0.526247524,0.639192663,0.58085938,0.608688017,0.61973566,0.576203703,0.694471327,0.663591851,0.548932408,0.54634897,0.602870567,Deficient Democracy,0.613194336,0.619042211,0.575744494,0.838765979,0.549550032,0.771755315,0.603356618,0.740510151,0.732186246,0.692052831,0.759136984,0.64922979,0.500333227,0.635422063,0.662184184,0.640091888,0.656036785,0.674748063,0.602350669,0.708558792,0.689036489,0.698692283,0.594885632,0.656806417
Netherlands,2020,Europe,0.962158546,0.973825694,0.933960034,0.95607952,0.922156281,0.973414337,0.914662237,0.920115572,0.951404541,0.919562643,0.943507671,0.977490122,0.938163864,0.944348891,0.956254243,0.937934013,0.940591846,0.958374833,0.95650091,0.950310281,0.928587393,0.946556141,0.946225941,0.945590206,Working Democracy,0.943398618,0.947370683,0.915749914,0.95607952,0.905980694,0.973414337,0.906952372,0.900157825,0.943384967,0.904203299,0.919183529,0.961163222,0.919209903,0.918364075,0.936934797,0.925743993,0.918068176,0.94591915,0.935399976,0.944720992,0.91663696,0.927872895,0.924796796,0.92983656,Working Democracy,0.72161891,0.973825694,0.700470025,0.741413157,0.898666866,0.973414337,0.697069552,0.908976679,0.951404541,0.919562643,0.943507671,0.763815079,0.871451499,0.944348891,0.857157002,0.785405195,0.933473776,0.842597612,0.789574105,0.865603331,0.844756142,0.871843086,0.89018176,0.851671351
New Zealand,2020,North America incl. AUS+NZ,0.950641097,0.975857811,0.958307381,0.949254589,0.888636114,0.920339811,0.941945615,0.843538029,0.968929691,0.961175687,0.939897567,0.94933388,0.966652193,0.944171607,0.900774777,0.953892924,0.917211151,0.939195711,0.96154435,0.919076421,0.916517833,0.950095864,0.936797661,0.936644997,Working Democracy,0.932628723,0.960205788,0.940149749,0.94374588,0.880221185,0.9149989,0.936168795,0.835411615,0.962987381,0.961132949,0.933689653,0.949291669,0.958050848,0.933773989,0.892759614,0.946276399,0.907528333,0.931696538,0.944256639,0.912618257,0.909826164,0.947971383,0.927801256,0.928362439,Working Democracy,0.792200914,0.894536326,0.778976652,0.774490526,0.830080885,0.920339811,0.738101377,0.815201605,0.968929691,0.961175687,0.939897567,0.732540572,NA,0.944171607,NA,NA,0.883126621,NA,0.82032495,0.839514581,0.83539352,0.871441681,NA,NA
Nicaragua,2020,Latin America,0.250158881,0.540333831,0.304414169,0.390911017,0.60904495,0.083220805,0.170491582,0.669142128,0.610048925,0.029805665,0.295818431,0.001986483,0.166872134,0.120369164,0.109725322,0.152663735,0.379205013,0.080443442,0.345234601,0.270594973,0.41133468,0.025969863,0.130137355,0.166993743,Moderate Autocracy,0.204104286,0.464125314,0.248371101,0.325088611,0.528160922,0.069207914,0.145696854,0.588229751,0.521329018,0.023004055,0.247134293,0.001533171,0.128041755,0.100266104,0.084192744,0.123279826,0.324046348,0.064960113,0.286547186,0.228195947,0.354843091,0.02057987,0.102626647,0.137419587,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,2020,Sub-Saharan Africa,0.503946928,0.804846582,NA,0.811802012,0.804560941,0.886542907,0.754510447,0.909630599,0.778340938,0.57371846,0.758911321,0.483201261,0.386792556,0.832761209,0.78179721,0.584972463,0.820672207,NA,NA,0.833494892,0.811397,0.594756648,0.631486741,NA,NA,0.42454388,0.672876269,NA,0.665302618,0.663432459,0.726555623,0.680850377,0.787066613,0.702354385,0.465496106,0.622662718,0.392053457,0.315314111,0.684867178,0.637322742,0.489926117,0.684101475,NA,NA,0.684481328,0.722004366,0.484363492,0.51630111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2020,Sub-Saharan Africa,0.365559148,0.869598669,0.711503837,0.814272217,0.658500934,0.683472152,0.812269629,0.922395404,0.910637128,0.72405093,0.656155639,0.364897545,0.238431077,0.444522717,0.749356819,0.529799926,0.687921121,0.655572316,0.609281404,0.715619685,0.880347698,0.557590853,0.429848249,0.620521806,Deficient Democracy,0.288525079,0.706822085,0.561569041,0.642479173,0.535154773,0.539274967,0.738512079,0.804681679,0.827947389,0.565410134,0.530496339,0.28494787,0.182488348,0.355802003,0.573536343,0.426579313,0.564756036,0.527847542,0.485622662,0.570229358,0.789456404,0.440491093,0.33393978,0.502870769,Hybrid Regime,0.365559148,0.652199002,0.533627878,0.721755467,0.568693882,0.683472152,0.713660215,0.80377522,0.910637128,0.72405093,0.656155639,0.344966093,NA,0.444522717,NA,NA,0.613562523,NA,0.502950717,0.654630879,0.805360795,0.547247934,NA,NA
North Korea,2020,East Asia,0.022304605,0.458236228,0.03576727,0.038920208,0.386361139,0.017017108,0.002165239,0.02284347,0.016986422,0.017270796,0.088343791,0.001360309,0.024605097,0.137700604,0.223083165,0.01515244,0.137528075,0.019921204,0.071502833,0.063486996,0.009436043,0.012755828,0.091091091,0.034625536,Hard Autocracy,0.019803538,0.419389781,0.031756604,0.032757854,0.34428482,0.014322737,0.001631706,0.01926125,0.012800829,0.013669187,0.076338829,0.001076634,0.020216483,0.121235665,0.183293608,0.012394519,0.120814543,0.016295313,0.06413054,0.054461105,0.00738224,0.01039566,0.076588066,0.029004844,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,2020,Europe,0.667722154,0.966821379,0.766515769,0.851878667,0.644642268,0.644255755,0.771946507,0.791880636,0.698378319,0.448093356,0.726350613,0.503389977,0.75197976,0.528189957,0.663294476,0.682381239,0.716889532,0.649017218,0.790959734,0.70726952,0.752972692,0.547192067,0.641063264,0.682200204,Deficient Democracy,0.596787074,0.876841241,0.685085407,0.687271451,0.555465347,0.519767198,0.694001711,0.720293179,0.627861832,0.356327398,0.621368989,0.40029971,0.613597665,0.4577115,0.541232575,0.573863012,0.630675162,0.545804829,0.710387042,0.583263385,0.679586342,0.445856075,0.533686827,0.582394295,Deficient Democracy,0.500791616,0.966821379,0.610465409,0.676129006,0.616476768,0.644255755,0.654126044,0.714773441,0.698378319,0.448093356,0.726350613,0.433294812,NA,0.528189957,NA,NA,0.696103092,NA,0.666123545,0.645161134,0.688610328,0.520514422,NA,NA
Norway,2020,Europe,0.956126658,0.972398889,0.979302576,0.93396779,0.985174195,0.981880342,0.947561587,0.967123009,0.979396405,0.965195905,0.954743119,0.965128582,0.931070254,0.98762421,0.949024056,0.946695994,0.973337582,0.970865957,0.969227198,0.966721025,0.964604365,0.961676629,0.955616853,0.963557793,Working Democracy,0.930429652,0.958385843,0.952982691,0.930348727,0.982385265,0.97807562,0.941975055,0.963406499,0.973622185,0.964539532,0.953565863,0.964472254,0.92456274,0.983287624,0.942391057,0.938263942,0.968127628,0.962218628,0.947188278,0.963311357,0.95957696,0.960845341,0.949764732,0.956115738,Working Democracy,0.717094994,0.972398889,0.734476932,0.705110783,0.980285136,0.981880342,0.837024962,0.838160795,0.979396405,0.965195905,0.954743119,0.953547361,NA,0.98762421,NA,NA,0.944931868,NA,0.800079424,0.878798782,0.882418801,0.95781454,NA,NA
Oman,2020,Middle East and North Africa,0.428208273,0.398318524,0.130272615,0.080873175,0.398966919,0.26863485,0.240131147,0.174621627,0.119707548,0.553561368,0.709861584,0.390721828,0.34342955,0.465019596,0.248257491,0.27528484,0.391184889,0.209788371,0.281133692,0.205416146,0.171220602,0.535470694,0.340986427,0.282693133,Moderate Autocracy,0.384812593,0.371221205,0.117070467,0.065696988,0.353518814,0.218224406,0.196300175,0.155217001,0.097857412,0.524132055,0.679072758,0.36994965,0.308434355,0.433250385,0.222960252,0.240360876,0.359358542,0.183173605,0.255726932,0.171772553,0.14392997,0.508744683,0.310010486,0.251044984,Moderate Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,2020,South Asia,0.262348088,0.651216433,0.687465372,0.640163795,0.480371469,0.913050498,0.326425611,0.697933479,0.851673905,0.340371659,0.224048028,0.830565932,0.136972553,0.294749827,0.698660948,0.303045637,0.42833371,0.791283135,0.489723969,0.654818646,0.578927082,0.398617361,0.304404587,0.468317874,Hybrid Regime,0.204593757,0.507358968,0.536124064,0.519802007,0.381885686,0.741381322,0.291115087,0.581483008,0.759545558,0.256845884,0.171705216,0.626748544,0.108505926,0.231444181,0.553460176,0.243884513,0.339002656,0.636807392,0.381789816,0.527964017,0.50472156,0.302354529,0.240433715,0.374799043,Hybrid Regime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palestine/Gaza,2020,Middle East and North Africa,0.001,0.001,0.001,0.426280702,0.475634685,0.045953677,0.296892673,0.426983285,0.431345171,0.517555361,0.563210022,0.573823764,0.07442619,0.161500515,0.001,0.086615487,0.113059155,0.025774173,0.001,0.210424588,0.379558246,0.550979244,0.022906913,0.063196837,Hard Autocracy,0.000751,0.000853913,0.000751,0.398313198,0.453035153,0.042938739,0.251224363,0.387022206,0.364995252,0.489589477,0.539761469,0.542817442,0.058652779,0.141269754,0.000788066,0.073588409,0.102684889,0.021897705,0.000783847,0.197880028,0.328620726,0.523474964,0.018691043,0.054899896,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palestine/West Bank,2020,Middle East and North Africa,0.001,0.001,0.001,0.634969076,0.518925157,0.136334496,0.538113057,0.620881911,0.464768292,0.571785442,0.802119147,0.621283441,0.345104071,0.518518893,0.001,0.146474443,0.168044166,0.033038963,0.001,0.355484786,0.537493244,0.658042462,0.056351423,0.093340595,Hard Autocracy,0.000751,0.000833339,0.000751,0.584445222,0.478742693,0.125486496,0.487173598,0.56808841,0.420771877,0.546751743,0.754256807,0.594082638,0.284532048,0.45274843,0.000824482,0.127173836,0.150571651,0.028685493,0.0007775,0.327452005,0.488332309,0.625727763,0.047357607,0.081896958,Hard Autocracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,2020,Latin America,0.914884603,0.933372529,0.865133763,0.900483277,0.736289702,0.771401441,0.84199446,0.78479284,0.819064372,0.523820993,0.673454721,0.621607324,0.838423032,0.782797179,0.768673549,0.788423319,0.777612593,0.764518432,0.903999516,0.799714447,0.814943376,0.603025681,0.796070376,0.776789898,Deficient Democracy,0.853531584,0.863010556,0.807117083,0.774702172,0.653751565,0.663650717,0.785410776,0.725576648,0.764021635,0.447806319,0.596068971,0.531402313,0.708169621,0.688685204,0.649256086,0.697165275,0.699980405,0.676027319,0.840860751,0.695284201,0.757929137,0.521518907,0.681592325,0.690974402,Deficient Democracy,NA,NA,0.648850322,0.743765549,0.680359189,0.771401441,0.668484662,0.75031689,0.819064372,0.523820993,0.673454721,0.610285175,NA,0.782797179,NA,NA,NA,NA,NA,0.730833175,0.743392317,0.599341992,NA,NA
